stove_details_name,details_manu,details_web,stove_desc,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_dur_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_dimensions,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iso_eff_val,iso_eff_sd,iso_eff_num,iso_eff_date,iso_eff_fuel,iso_safe_val,iso_safe_sd,iso_safe_num,iso_safe_date,iso_safe_fuel,iso_dur_val,iso_dur_sd,iso_dur_num,iso_dur_date,iso_dur_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel
IMPMUD TERI PMU 0414D,The Energy and Resources Institute (TERI),http://www.teriin.org/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Envirofit CH-2300,Envirofit International,http://www.envirofit.org/,This model is no longer being manufactured.,Not Available,Not Available,Not Available,Not Available,Not Available,,,Round bottom,,nan,,nan,229.0/313.0/154.0,2.3,229.0/313.0/154.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Hadyana,GOPT Ltd,nan,This is a solar electric cooking stove. It is an energy efficient electric stove that was technically adjusted to work with minimum power to the extent that an entry level solar system 1kw can power it.,Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,5,1.0-10.0,"All foods fried, roasted and boiled",140.0-1200.0,600.0/500.0/900.0,50,600.0/500.0/900.0,"Wood, Solar Panels, Batteries, GOPT Stove",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Mera-Mera,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Cocina Institutional,"Gamadaric, Lda",nan,"Openings at the upper part for cooling at the extremes; Openings in armor for protection; Smoke outlet with removable lid for cleaning; Removable firewood support; Removable iron grill; Pot (Ø40cm or Ø36cm) submerged 15 cm; Estimated useful life is six years; Manufacturing warranty is two years. Aberturas en la parte superior (plancha) para no calientar en los extremos; Aberturas en la armadura para protección; Salida de humos incorporado, con tapa removible para limpieza; Soporte de leña removible; Parrilla removible; Olla (Ø40cm ó Ø36cm) sumergida 15 cm; Vida útil estimada es de seis años; Garantía de fabricación es de dos años;",Not Available,Not Available,Not Available,Not Available,Not Available,,6,Round bottom,20,1.0-50.0,,nan,730.0/590.0/600.0,52,730.0/590.0/600.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
TERI SPF 0414S,The Energy and Resources Institute (TERI),http://www.teriin.org/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
TERI SPT 0314 Stove,The Energy and Resources Institute (TERI),http://www.teriin.org/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
IMPMETAL TERI SPFM-0414N,The Energy and Resources Institute (TERI),http://www.teriin.org/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
TERI SPF143- forced draft mud stove,Locally manufactured,nan,"The forced draft mud stove is side loading, cheap and can be manufactured locally by training women self help groups. There is a fan installed with the stove. The stove works with all types of locally available biomass- fuelwood, dung cakes, crop residue.",Not Available,Not Available,Not Available,Not Available,Not Available,,2,Both,6,5.0-7.0,"rice, pulses, vegetables, roti",20,200.0/200.0/160.0,14.6,200.0/200.0/160.0,"mud, tin jackets, fan, pot skirt, battery",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Agneekaa ND Premium Stove,Swami Samarth Electronics Pvt. Ltd,http://swamisamarthelectronics.com/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Greenway Jumbo stove Model-JS1,Greenway Appliances,http://www.greenwayappliances.com/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Prime Square,Prime Cookstoves,http://www.primestoves.com/,"The Prime Square Biomass Cookstove design is based on the kerosene stove design common in Indonesia. The stove has both primary and secondary air regulators, in addition to a large stove table and four legs for stability. The legs are commonly also used as handles to move the stove or to empty it for ash or biochar after cooking. The burning chamber of this design is fixed and requires some tools to change.",Not Available,Not Available,Not Available,Not Available,Not Available,,2,Flat bottom,,nan,,30.0-30.0,274.0/274.0/350.0,3.5,274.0/274.0/350.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
